subid,itemid,item,answer,ts,ts_in,difference.in.rt.aa,difference.in.rt,bias_atomic,difference.in.moral.score,blockid
4,45,kill time,yes,109,2,3.4067416999999978,0.29815499999995154,neg,0.5862068965517241,12
4,43,kill mosquitos,yes,110,3,3.4067416999999978,1.7941505000001143,neg,0.793103448275862,12
4,42,kill a killer,no,111,4,3.4067416999999978,-0.028689299999996365,neg,-0.034482758620689655,12
4,22,drink beer,no,114,1,0.023719500000083882,0.2199116000000459,pos,-0.3448275862068966,6
4,24,drink water,yes,115,2,0.023719500000083882,-0.01440779999995806,pos,0.1724137931034483,6
4,21,drink alcohol,no,116,3,0.023719500000083882,0.04281800000001118,pos,-0.6896551724137931,6
4,23,drink coke,no,117,4,0.023719500000083882,0.028009300000007953,pos,-0.4482758620689655,6
4,25,eat dirt,no,120,1,-0.2063979999999218,-0.5975201999999625,pos,-0.9310344827586208,7
4,28,eat on the train,no,121,2,-0.2063979999999218,-0.5776948000000174,pos,-0.1724137931034483,7
4,26,eat humans,no,122,3,-0.2063979999999218,-0.5932710999999243,pos,-0.9655172413793104,7
4,27,eat meat,no,123,4,-0.2063979999999218,-0.6154842999999345,pos,-0.4827586206896552,7
4,36,have a gun to defend myself,no,126,1,-0.021355100000050697,0.0033468000000311804,neg,0.13793103448275862,10
4,38,have a gun to kill people,no,127,2,-0.021355100000050697,0.017750799999930678,neg,0.034482758620689655,10
4,37,have a gun to hunt animals,no,128,3,-0.021355100000050697,-0.0010766000000330678,neg,0.41379310344827586,10
4,8,blame others,no,131,1,0.08203020000007477,-4.240100600000006,pos,-0.2413793103448275,2
4,10,blame the government,no,132,2,0.08203020000007477,-0.14850839999996968,pos,-0.1034482758620689,2
4,9,blame the economy,yes,133,3,0.08203020000007477,-0.9429396000000461,pos,0.13793103448275867,2
4,11,blame the media,yes,134,4,0.08203020000007477,-4.2297690999999995,pos,0.0,2
4,6,blame a child,no,135,5,0.08203020000007477,-4.241272799999934,pos,-0.4137931034482758,2
4,7,blame my friends,no,136,6,0.08203020000007477,-4.244904300000031,pos,-0.48275862068965514,2
4,40,help coworkers,yes,139,1,-0.041589400000020704,-0.06959200000005694,pos,0.10344827586206895,11
4,41,help old people,yes,140,2,-0.041589400000020704,-0.06319300000006933,pos,0.03448275862068961,11
4,39,help a thief,no,141,3,-0.041589400000020704,-0.0646303999999418,pos,-0.7586206896551724,11
29,38,have a gun to kill people,no,1,1,-0.11409390000017083,-0.01333199999999124,neg,0.034482758620689655,10
29,36,have a gun to defend myself,no,2,2,-0.11409390000017083,-0.10938469999973677,neg,0.13793103448275862,10
29,37,have a gun to hunt animals,yes,3,3,-0.11409390000017083,-0.02260440000009112,neg,0.41379310344827586,10
29,41,help old people,yes,6,1,-2.588494699999955,-2.823994900000343,pos,0.03448275862068961,11
29,40,help coworkers,yes,7,2,-2.588494699999955,-2.793564400000377,pos,0.10344827586206895,11
29,39,help a thief,no,8,3,-2.588494699999955,-2.7997265000003604,pos,-0.7586206896551724,11
29,52,love my work,yes,11,1,-0.0909774000001562,-0.08895080000002054,pos,-0.07266009852216748,14
29,53,love myself,yes,12,2,-0.0909774000001562,0.026089699999829408,pos,0.03448275862068961,14
29,51,love my pet,yes,13,3,-0.0909774000001562,-0.07348950000005056,pos,-0.034482758620689724,14
29,49,love my colleagues,yes,14,4,-0.0909774000001562,0.050317799999902435,pos,-0.4137931034482759,14
29,50,love my parents,yes,15,5,-0.0909774000001562,-0.07867939999960072,pos,-0.07266009852216748,14
29,47,lie to my boyfriend,no,18,1,-1.0242588000005526,-0.9235888000002888,neg,-0.06896551724137931,13
29,46,lie to a stranger,yes,19,2,-1.0242588000005526,-0.9377490000001671,neg,0.1724137931034483,13
29,48,lie to my girlfriend,no,20,3,-1.0242588000005526,-0.7826911000001928,neg,-0.06896551724137931,13
29,5,apologize to my girlfriend,yes,23,1,-0.1311940999999024,-0.06764699999985169,pos,0.0,1
29,4,apologize to my boyfriend,yes,24,2,-0.1311940999999024,-0.14394350000020495,pos,0.0,1
29,3,apologize to a stranger,yes,25,3,-0.1311940999999024,-0.12160029999995459,pos,0.0,1
29,68,talk to a stranger,yes,28,1,-0.3030378999997083,0.8219647000000805,pos,-0.06896551724137934,19
29,69,talk to boyfriend,yes,29,2,-0.3030378999997083,-0.3843015000002197,pos,0.0,19
29,70,talk to my girlfriend,yes,30,3,-0.3030378999997083,-0.3767207999994753,pos,0.034482758620689724,19
29,75,travel to Finland,yes,33,1,0.037095399999998335,1.5597956999999953,pos,-0.03325123152709364,21
29,77,travel to North Korea,no,34,2,0.037095399999998335,1.622399899999891,pos,-0.6884236453201971,21
29,76,travel to Italy,yes,35,3,0.037095399999998335,0.045425799999975425,pos,-0.03325123152709364,21
29,28,eat on the train,yes,38,1,-0.02061039999989589,-0.05883829999993395,pos,-0.1724137931034483,7
29,25,eat dirt,no,39,2,-0.02061039999989589,0.02360599999974511,pos,-0.9310344827586208,7
29,26,eat humans,no,40,3,-0.02061039999989589,-0.025996300000315387,pos,-0.9655172413793104,7
29,27,eat meat,yes,41,4,-0.02061039999989589,0.005698999999822207,pos,-0.4827586206896552,7
29,43,kill mosquitos,yes,44,1,-0.40249839999978576,-0.4934375999996518,neg,0.793103448275862,12
29,44,kill people,no,45,2,-0.40249839999978576,-0.46304689999942644,neg,-0.06896551724137931,12
29,42,kill a killer,no,46,3,-0.40249839999978576,0.49539160000040283,neg,-0.034482758620689655,12
29,45,kill time,yes,47,4,-0.40249839999978576,-0.3702125999998316,neg,0.5862068965517241,12
29,55,misinform my parents,no,50,1,-1.2858000999999604,-1.3639837000000625,neg,0.13793103448275862,15
29,56,misinform the public,no,51,2,-1.2858000999999604,-1.4261240000000726,neg,0.034482758620689655,15
29,54,misinform my friend,no,52,3,-1.2858000999999604,-1.2695848999996997,neg,0.0,15
29,57,pursue a career,yes,55,1,-0.0059765999999399355,-0.04630700000006982,pos,-0.06896551724137934,16
29,60,pursue the truth,yes,56,2,-0.0059765999999399355,-0.06328849999999875,pos,-0.06896551724137934,16
29,59,pursue my passion,yes,57,3,-0.0059765999999399355,-0.006222900000466325,pos,0.06896551724137934,16
29,58,pursue money,no,58,4,-0.0059765999999399355,0.025010599999859606,pos,-0.41379310344827586,16
29,61,smile to a murderer,no,66,1,0.032468399999743214,-0.026192700000137903,pos,-0.7179802955665024,17
29,62,smile to a stranger,yes,67,2,0.032468399999743214,-0.07577440000022767,pos,0.03448275862068961,17
29,63,smile to my friend,yes,68,3,0.032468399999743214,0.008751899999879187,pos,0.03448275862068961,17
29,1,acknowledge related works,yes,71,1,0.031121500000153957,0.029246999999941126,pos,0.0714285714285714,0
29,0,acknowledge my coworkers,yes,72,2,0.031121500000153957,0.05423209999980827,pos,0.0714285714285714,0
29,2,acknowledge the reviewers,yes,73,3,0.031121500000153957,0.00606870000001436,pos,0.0024630541871920597,0
29,11,blame the media,no,76,1,0.17674910000005184,2.3241296999999577,pos,0.0,2
29,7,blame my friends,no,77,2,0.17674910000005184,0.003874999999880002,pos,-0.48275862068965514,2
29,8,blame others,no,78,3,0.17674910000005184,-0.003586400000131107,pos,-0.2413793103448275,2
29,10,blame the government,yes,79,4,0.17674910000005184,-0.02513570000019172,pos,-0.1034482758620689,2
29,6,blame a child,no,80,5,0.17674910000005184,-0.03340780000007726,pos,-0.4137931034482758,2
29,9,blame the economy,yes,81,6,0.17674910000005184,-0.05370379999976649,pos,0.13793103448275867,2
29,80,waste time,no,84,1,-0.6793325999997252,-0.7029096999999639,neg,0.0049261083743842304,22
29,81,waste water,no,85,2,-0.6793325999997252,-0.660488500000156,neg,-0.13793103448275862,22
29,79,waste money,no,86,3,-0.6793325999997252,-0.7007705000000898,neg,-0.0665024630541872,22
29,78,waste energy,no,87,4,-0.6793325999997252,-0.6217239000002338,neg,-0.10344827586206896,22
29,33,harm animals,no,96,1,0.013655000000198925,-0.11032660000000755,neg,0.0,9
29,34,harm people,no,97,2,0.013655000000198925,-0.1179031000001487,neg,-0.034482758620689655,9
29,35,harm strangers,no,98,3,0.013655000000198925,-0.09332649999987547,neg,-0.034482758620689655,9
29,74,torture prisoners,no,101,1,-0.02160409999987678,-0.011655499999960739,neg,0.0,20
29,71,torture my friend,no,102,2,-0.02160409999987678,-0.003980500000125176,neg,0.034482758620689655,20
29,73,torture people,no,103,3,-0.02160409999987678,-0.03229379999993398,neg,0.0,20
29,72,torture myself,no,104,4,-0.02160409999987678,-0.05994689999988623,neg,0.0,20
29,31,greet my friend,yes,107,1,-0.04064489999973375,-0.10964570000032836,pos,0.03817733990147776,8
29,32,greet my guests,yes,108,2,-0.04064489999973375,-0.05175269999972443,pos,0.07266009852216748,8
29,29,greet my boss,yes,109,3,-0.04064489999973375,-0.11540819999981977,pos,0.003694581280788145,8
29,30,greet my enemy,yes,110,4,-0.04064489999973375,-0.05234609999979506,pos,-0.1521164021164022,8
29,22,drink beer,yes,113,1,0.047343900000214434,0.055697400000099095,pos,-0.3448275862068966,6
29,21,drink alcohol,no,114,2,0.047343900000214434,0.08700129999988349,pos,-0.6896551724137931,6
29,24,drink water,yes,115,3,0.047343900000214434,0.050648299999920654,pos,0.1724137931034483,6
29,23,drink coke,yes,116,4,0.047343900000214434,-0.002306200000020908,pos,-0.4482758620689655,6
29,19,cuddle a stranger,no,119,1,0.2769441999998889,0.03169220000017953,pos,-0.6551724137931034,5
29,20,cuddle my partner,yes,120,2,0.2769441999998889,0.021466199999849667,pos,-0.03448275862068961,5
29,18,cuddle a prisoner,no,121,3,0.2769441999998889,0.40055510000001954,pos,-0.6551724137931034,5
29,65,steal money,no,124,1,-0.01238999999986845,-0.0396642000000611,neg,-0.034482758620689655,18
29,67,steal time,yes,125,2,-0.01238999999986845,3.2310265000000986,neg,0.10344827586206896,18
29,64,steal a friend's girlfriend,no,126,3,-0.01238999999986845,-0.07521510000015041,neg,0.0,18
29,66,steal other's work,no,127,4,-0.01238999999986845,-0.052742899999884685,neg,0.0,18
29,17,compliment to my date,yes,134,1,0.5447759999992741,0.007865499999752446,pos,-0.0012315270935960854,4
29,15,compliment to a serial killer,no,135,2,0.5447759999992741,0.24765749999960462,pos,-0.6798029556650247,4
29,16,compliment to a stranger,yes,136,3,0.5447759999992741,1.0849481999998716,pos,0.0,4
29,14,borrow money,no,139,1,-4.195884100000058,-4.22159980000015,pos,-0.2745849297573436,3
29,13,borrow a car,no,140,2,-4.195884100000058,-4.178252800000338,pos,-0.206896551724138,3
29,12,borrow a book,yes,141,3,-4.195884100000058,-3.4809118000002863,pos,0.13793103448275856,3
1,26,eat humans,no,7,1,-0.5346837999986747,-0.5268306999987544,pos,-0.9655172413793104,7
1,27,eat meat,yes,8,2,-0.5346837999986747,3.5670454999999492,pos,-0.4827586206896552,7
1,28,eat on the train,no,9,3,-0.5346837999986747,-0.22707349999927828,pos,-0.1724137931034483,7
1,25,eat dirt,no,10,4,-0.5346837999986747,-0.5252131999995981,pos,-0.9310344827586208,7
1,47,lie to my boyfriend,no,13,1,-0.12775029999920662,-0.119445899999846,neg,-0.06896551724137931,13
1,46,lie to a stranger,no,14,2,-0.12775029999920662,1.0352526000006037,neg,0.1724137931034483,13
1,48,lie to my girlfriend,no,15,3,-0.12775029999920662,-0.1089602000001832,neg,-0.06896551724137931,13
1,80,waste time,no,18,1,0.028263900000638387,-0.09319379999942609,neg,0.0049261083743842304,22
1,79,waste money,no,19,2,0.028263900000638387,-0.0026969999989887583,neg,-0.0665024630541872,22
1,78,waste energy,no,20,3,0.028263900000638387,0.03456400000050047,neg,-0.10344827586206896,22
1,81,waste water,no,21,4,0.028263900000638387,0.018460100000083912,neg,-0.13793103448275862,22
1,57,pursue a career,yes,24,1,-0.006044700000529646,0.9419253999994905,pos,-0.06896551724137934,16
1,58,pursue money,yes,25,2,-0.006044700000529646,0.11684839999907126,pos,-0.41379310344827586,16
1,59,pursue my passion,yes,26,3,-0.006044700000529646,0.044967399999222835,pos,0.06896551724137934,16
1,60,pursue the truth,yes,27,4,-0.006044700000529646,0.012144299998908537,pos,-0.06896551724137934,16
1,44,kill people,no,30,1,0.005143099999258993,0.2564890000003288,neg,-0.06896551724137931,12
1,45,kill time,no,31,2,0.005143099999258993,0.07771980000052281,neg,0.5862068965517241,12
1,43,kill mosquitos,yes,32,3,0.005143099999258993,0.0061531000001195935,neg,0.793103448275862,12
1,42,kill a killer,no,33,4,0.005143099999258993,3.839999953925144e-05,neg,-0.034482758620689655,12
1,2,acknowledge the reviewers,yes,36,1,-0.08851989999948268,-0.007301200000256414,pos,0.0024630541871920597,0
1,0,acknowledge my coworkers,yes,37,2,-0.08851989999948268,0.009188400000312014,pos,0.0714285714285714,0
1,1,acknowledge related works,yes,38,3,-0.08851989999948268,-0.047634800000196265,pos,0.0714285714285714,0
1,68,talk to a stranger,no,46,1,-0.30487430000084714,-0.022126700000626442,pos,-0.06896551724137934,19
1,70,talk to my girlfriend,yes,47,2,-0.30487430000084714,-0.32099360000120214,pos,0.034482758620689724,19
1,69,talk to boyfriend,yes,48,3,-0.30487430000084714,-0.3398975000009159,pos,0.0,19
1,16,compliment to a stranger,yes,51,1,-0.021902999999838302,-0.0368176000001767,pos,0.0,4
1,15,compliment to a serial killer,no,52,2,-0.021902999999838302,0.013049999999566408,pos,-0.6798029556650247,4
1,17,compliment to my date,yes,53,3,-0.021902999999838302,-0.04375110000000859,pos,-0.0012315270935960854,4
1,31,greet my friend,yes,56,1,-0.0267825000000812,0.028454600000259178,pos,0.03817733990147776,8
1,32,greet my guests,yes,57,2,-0.0267825000000812,-0.007081700000526381,pos,0.07266009852216748,8
1,30,greet my enemy,none,58,3,-0.0267825000000812,4.721963199999664,pos,-0.1521164021164022,8
1,29,greet my boss,yes,59,4,-0.0267825000000812,0.038109600000098,pos,0.003694581280788145,8
1,40,help coworkers,yes,62,1,0.12240399999973306,0.09442779999972117,pos,0.10344827586206895,11
1,41,help old people,yes,63,2,0.12240399999973306,0.17153489999964222,pos,0.03448275862068961,11
1,39,help a thief,no,64,3,0.12240399999973306,0.1393690000004426,pos,-0.7586206896551724,11
1,5,apologize to my girlfriend,yes,67,1,0.02772130000084866,0.06840610000017477,pos,0.0,1
1,4,apologize to my boyfriend,yes,68,2,0.02772130000084866,0.14888470000096277,pos,0.0,1
1,3,apologize to a stranger,yes,69,3,0.02772130000084866,0.023933500000566654,pos,0.0,1
1,64,steal a friend's girlfriend,no,72,1,-0.017575400000168884,-0.009465900000577676,neg,0.0,18
1,66,steal other's work,no,73,2,-0.017575400000168884,0.030477499999506108,neg,0.0,18
1,65,steal money,no,74,3,-0.017575400000168884,-0.24707090000174503,neg,-0.034482758620689655,18
1,67,steal time,no,75,4,-0.017575400000168884,0.04607500000111031,neg,0.10344827586206896,18
1,11,blame the media,yes,78,1,-0.025936400001228432,-0.06613550000111001,pos,0.0,2
1,9,blame the economy,yes,79,2,-0.025936400001228432,-0.11037350000151497,pos,0.13793103448275867,2
1,10,blame the government,yes,80,3,-0.025936400001228432,-0.07593870000164321,pos,-0.1034482758620689,2
1,6,blame a child,no,81,4,-0.025936400001228432,-0.05807270000150322,pos,-0.4137931034482758,2
1,8,blame others,yes,82,5,-0.025936400001228432,0.7091875999994957,pos,-0.2413793103448275,2
1,7,blame my friends,no,83,6,-0.025936400001228432,-0.05963640000118181,pos,-0.48275862068965514,2
1,76,travel to Italy,yes,86,1,-0.026949499999318505,0.002397100000962382,pos,-0.03325123152709364,21
1,77,travel to North Korea,yes,87,2,-0.026949499999318505,1.3036807999997109,pos,-0.6884236453201971,21
1,75,travel to Finland,yes,88,3,-0.026949499999318505,-0.02194029999918712,pos,-0.03325123152709364,21
1,74,torture prisoners,no,91,1,-0.01246380000156938,-0.029513800001950585,neg,0.0,20
1,71,torture my friend,no,92,2,-0.01246380000156938,-0.0037906000015937025,neg,0.034482758620689655,20
1,72,torture myself,no,93,3,-0.01246380000156938,-0.08342250000168858,neg,0.0,20
1,73,torture people,no,94,4,-0.01246380000156938,-0.08570860000145333,neg,0.0,20
1,22,drink beer,no,97,1,1.043589499999143,-0.08290219999980764,pos,-0.3448275862068966,6
1,23,drink coke,no,98,2,1.043589499999143,1.446977400000833,pos,-0.4482758620689655,6
1,24,drink water,yes,99,3,1.043589499999143,-0.12597790000108938,pos,0.1724137931034483,6
1,21,drink alcohol,no,100,4,1.043589499999143,0.1484864000012749,pos,-0.6896551724137931,6
1,49,love my colleagues,yes,103,1,-0.015679300000556395,-0.004193999999188236,pos,-0.4137931034482759,14
1,53,love myself,yes,104,2,-0.015679300000556395,-0.04446920000009419,pos,0.03448275862068961,14
1,50,love my parents,yes,105,3,-0.015679300000556395,-0.05343679999896267,pos,-0.07266009852216748,14
1,51,love my pet,yes,106,4,-0.015679300000556395,-0.031725500000902684,pos,-0.034482758620689724,14
1,52,love my work,yes,107,5,-0.015679300000556395,-0.186678000000029,pos,-0.07266009852216748,14
1,36,have a gun to defend myself,no,110,1,-0.042122699998799334,0.03317309999874851,neg,0.13793103448275862,10
1,38,have a gun to kill people,no,111,2,-0.042122699998799334,-0.013716499999645748,neg,0.034482758620689655,10
1,37,have a gun to hunt animals,no,112,3,-0.042122699998799334,0.2854994999997871,neg,0.41379310344827586,10
1,62,smile to a stranger,yes,115,1,-0.020948499999576597,-0.04682219999813236,pos,0.03448275862068961,17
1,61,smile to a murderer,no,116,2,-0.020948499999576597,-0.028364599998894846,pos,-0.7179802955665024,17
1,63,smile to my friend,yes,117,3,-0.020948499999576597,0.018041100000118604,pos,0.03448275862068961,17
1,19,cuddle a stranger,no,120,1,-0.06754079999882379,-0.05689559999882471,pos,-0.6551724137931034,5
1,20,cuddle my partner,yes,121,2,-0.06754079999882379,-0.046411799999987124,pos,-0.03448275862068961,5
1,18,cuddle a prisoner,no,122,3,-0.06754079999882379,-0.021261399999275454,pos,-0.6551724137931034,5
1,35,harm strangers,no,125,1,0.0503404999999475,-0.06077370000093657,neg,-0.034482758620689655,9
1,33,harm animals,no,126,2,0.0503404999999475,-0.08106140000018064,neg,0.0,9
1,34,harm people,no,127,3,0.0503404999999475,0.07464059999983869,neg,-0.034482758620689655,9
1,54,misinform my friend,no,130,1,-0.2200993999995262,-0.13350249999894004,neg,0.0,15
1,56,misinform the public,no,131,2,-0.2200993999995262,-0.2015564000012091,neg,0.034482758620689655,15
1,55,misinform my parents,no,132,3,-0.2200993999995262,-0.20043759999862232,neg,0.13793103448275862,15
1,12,borrow a book,yes,135,1,-0.1249721999993198,-0.0809292999983881,pos,0.13793103448275856,3
1,14,borrow money,yes,136,2,-0.1249721999993198,1.131601099999898,pos,-0.2745849297573436,3
1,13,borrow a car,yes,137,3,-0.1249721999993198,-0.11858769999889773,pos,-0.206896551724138,3
11,13,borrow a car,no,1,1,0.1600768999999218,0.6599730000000363,pos,-0.206896551724138,3
11,12,borrow a book,yes,2,2,0.1600768999999218,0.213775499999997,pos,0.13793103448275856,3
11,14,borrow money,yes,3,3,0.1600768999999218,0.7909494999998969,pos,-0.2745849297573436,3
11,25,eat dirt,no,6,1,0.00036920000002277353,0.13919100000009615,pos,-0.9310344827586208,7
11,28,eat on the train,yes,7,2,0.00036920000002277353,0.06575150000003299,pos,-0.1724137931034483,7
11,27,eat meat,no,8,3,0.00036920000002277353,-0.003797599999984469,pos,-0.4827586206896552,7
11,26,eat humans,no,9,4,0.00036920000002277353,0.044625300000120605,pos,-0.9655172413793104,7
11,78,waste energy,no,12,1,-0.043738099999927726,0.003819900000053167,neg,-0.10344827586206896,22
11,80,waste time,no,13,2,-0.043738099999927726,0.02292309999995723,neg,0.0049261083743842304,22
11,79,waste money,no,14,3,-0.043738099999927726,0.004695199999900923,neg,-0.0665024630541872,22
11,81,waste water,no,15,4,-0.043738099999927726,-0.038837900000089576,neg,-0.13793103448275862,22
11,62,smile to a stranger,yes,18,1,-0.4596827000000303,-0.2769535000001042,pos,0.03448275862068961,17
11,63,smile to my friend,yes,19,2,-0.4596827000000303,-0.28385500000001684,pos,0.03448275862068961,17
11,61,smile to a murderer,no,20,3,-0.4596827000000303,-0.31940180000003693,pos,-0.7179802955665024,17
11,47,lie to my boyfriend,no,28,1,-0.05706020000002354,-0.03620190000003731,neg,-0.06896551724137931,13
11,48,lie to my girlfriend,no,29,2,-0.05706020000002354,-0.04979830000013408,neg,-0.06896551724137931,13
11,46,lie to a stranger,yes,30,3,-0.05706020000002354,-0.086758100000111,neg,0.1724137931034483,13
11,40,help coworkers,yes,33,1,-0.2023992999999109,-0.1508745999999519,pos,0.10344827586206895,11
11,41,help old people,yes,34,2,-0.2023992999999109,-0.1351636999999073,pos,0.03448275862068961,11
11,39,help a thief,no,35,3,-0.2023992999999109,-0.20941699999991673,pos,-0.7586206896551724,11
11,19,cuddle a stranger,yes,38,1,-0.010440199999948163,0.049770700000067336,pos,-0.6551724137931034,5
11,18,cuddle a prisoner,no,39,2,-0.010440199999948163,-0.08382319999998344,pos,-0.6551724137931034,5
11,20,cuddle my partner,yes,40,3,-0.010440199999948163,-0.14679369999998926,pos,-0.03448275862068961,5
11,70,talk to my girlfriend,yes,43,1,-0.02459539999995286,0.04039350000005015,pos,0.034482758620689724,19
11,68,talk to a stranger,yes,44,2,-0.02459539999995286,-0.02126529999998178,pos,-0.06896551724137934,19
11,69,talk to boyfriend,yes,45,3,-0.02459539999995286,-0.13357829999995374,pos,0.0,19
11,4,apologize to my boyfriend,yes,48,1,0.2768861000000697,0.15770370000007009,pos,0.0,1
11,5,apologize to my girlfriend,yes,49,2,0.2768861000000697,0.16202260000000024,pos,0.0,1
11,3,apologize to a stranger,yes,50,3,0.2768861000000697,1.1371248000000378,pos,0.0,1
11,58,pursue money,no,53,1,0.10123920000000908,0.15235919999997805,pos,-0.41379310344827586,16
